code,temp_code,name,application_date,application_status,status_update_date,hearing_date,listing_date,first_application_date,board,sponsor,overall_coordinator,company_chinese_name,company_english_name,website,fiscal_year_end,business_scope,company_profile,industry_level_1,industry_level_2,source_table
H1298.HK,H1298.HK,意博金融,2021-01-11,失效,2021-07-12,,,2020-06-26,主板,,,意博金融控股有限公司,Venture Smart Financial Holdings Limited,www.vsfg.com,1231,提供金融及财富管理服务包括(i)销售及顾问服务;(ii)资产管理服务;及(iii)其他金融服务。,"意博金融控股有限公司成立于2015年6月3日，公司为一间香港金融服务供应商,为不断增长之客户基础(包括高净值个人、企业及金融机构)提供广泛金融及财富管理服务。公司之金融及财富管理服务包括(i)销售及顾问服务;(ii)资产管理服务;及(iii)其他金融服务。",投资银行业与经纪业,,上市申请一览
H1270.HK,H1270.HK,新世纪储运,2020-12-31,失效,2021-01-13,,,2020-04-27,创业板,,,新世纪储运控股有限公司,New Century Logistics Holdings Limited,www.nclogistics.com.hk,0331,货运代理服务供应商。,"新世纪储运控股有限公司,一间于二零一九年六月十一日根据公司法在开曼群岛注册成立的获豁免有限公司,并于二零一九年七月十一日根据公司条例第16部注册为非香港公司，公司是一间在香港创立、以香港为基地且实力雄厚的货运代理服务供应商。新世纪储运于二零零四年开始以货运代理商身份经营,有超过15年的业绩记录。公司提供空运及海运进出口货运代理服务,由销售货运舱位、收取货物、机场外空运货物安检、货盘化、准备货运文件、安排清关以至于港口处理货物,以及诸如本地运输等相关服务。于往绩记录期,公司为客户提供逾140个国家的线路。根据弗若斯特沙利文报告,于二零二一财年,公司在香港二线空运及海运货运代理服务供应商(每年收益规模50百万港元至1,500百万港元)中排行第五,来自货运代理服务的收益约502.4百万港元,而占香港二线空运及海运货运代理服务市场的市场份额约0.6%。",航空货运与物流,,上市申请一览
H1285.HK,H1285.HK,东方中原,2020-12-31,失效,2021-06-23,,,2020-05-29,主板,,,东方中原集团有限公司,Donview Group Limited,www.donview.cn,1231,主要就中国教育及商业市场提供投影机及交互电子白板的B2B供应商。,"东方中原集团有限公司成立于2018年11月23日。基本上集团为主要就中国教育及商业市场提供投影机及交互电子白板的B2B供应商。集团于二零零二年成立,自当时已成为多个国际著名日本品牌于中国的投影机以及相关影音及其他配件的授权批发商逾18年。自二零一五年以来直至最后实际可行日期连续五年期间,集团一直为HTHIY-MXWL品牌于中国的3LCD投影机唯一批发商,该品牌为其中一个全球顶级日本3LCD投影机品牌,于中国拥有3LCD投影机的经授权批发权。根据弗若斯特沙利文报告,按销量计,集团亦已成为中国教育及商用投影机的第二大供应商,在二零一九财政年度的市场份额约为4.5%。",经销商,,上市申请一览
H1308.HK,H1308.HK,臻客,2020-12-31,失效,2021-06-23,,,2020-06-29,主板,,麦格理资本股份有限公司,臻客中国有限公司,Toplist China Limited,www.top-list.com.cn,1231,中国领先的忠诚度管理解决方案服务提供商。,"臻客中国有限公司成立于2019年9月23日。公司为中国领先的忠诚度管理解决方案服务提供商。公司依托自己对忠诚度管理市场的深刻了解、SaaS能力和庞大的供应商网络,向客户,尤其是包括顶尖的全国性银行和国际信用卡组织在内的金融机构提供一站式忠诚度管理解决方案。根据艾瑞咨询,以2019年的总销售额计,公司在中国忠诚度管理SaaS市场排名第二并于综合忠诚度管理解决方案服务市场排名第五。",综合支持服务,,上市申请一览
2433.HK,2433.HK,中天湖南集团,2020-12-24,失效,2021-07-09,,2023-03-30,2020-05-25,主板,,,中天建设(湖南)集团有限公司,Zhongtian Construction (Hunan) Group Limited,www.ztcon.com,1231,公司为一家投资控股公司，与其附属公司（统称为‘集团’）主要在中国从事提供建筑服务。,中天建设(湖南)集团有限公司是一家主要从事提供建筑服务的投资控股公司。该公司主要设有五种建筑服务。民用建筑工程服务包括作为住宅、工业和商业建设项目的总承包商提供施工承包服务。市政工程服务包括城市道路、教育机构、体育馆及供水工程建设。地基基础工程服务包括地基基础工程及土方工程。装配式钢结构工程服务包括装配式钢结构工程。其他专业承包工程包括建筑装修工程专业承包。该公司还提供工程机械及设备服务。该公司主要在国内市场开展业务。,建筑与工程,,上市申请一览
H1401.HK,H1401.HK,Battery Metals,2020-12-22,失效,2020-12-31,,,2020-12-22,主板,,,Battery Metals Technologies Ltd.,Battery Metals Technologies Ltd.,www.batterymetalstechnologies.com,1231,早期营运阶段的镍钴矿业公司。,Battery Metals Technologies Ltd.成立于2020年11月27日，为位于哈萨克斯坦处于早期营运阶段的镍钴矿业公司。公司专注于以对生态负责的方式开展业务，并计划在Gornostay项目中仅使用原位开采（或ISR）采矿技术从地面提取镍及钴。公司相信，Gornostay项目将为全球首批使用该采矿方法进行镍及钴商业开采的采矿项目之一。公司是应用ISR采矿技术开采镍及钴的先驱之一，该技术是其中一款对环境影响最小的技术。ISR涉及从地面提取金属，而毋须如传统的露天开采或地下采矿方法一般，以物理方式移除矿物所在的岩石。尽管ISR在铀、铜及黄金开采方面已分别应用逾60年、近40年及15年，但其从未应用于全规模的镍及钴开采。公司认为，Gornostay项目将为全球首批使用该采矿方法进行镍及钴进行商业开采的采矿项目之一。,多种金属与采矿,,上市申请一览
H1373.HK,H1373.HK,康业金融科技,2020-12-20,失效,2021-06-18,,,2020-12-20,主板,,建银国际,康业金融科技集团有限公司,Konew Fintech Corporation Limited,www.konew.com,1231,持牌贷款服务供应商，并以金融科技支持业务营运。,康业金融科技集团有限公司成立于2019年12月6号，是香港领先的持牌贷款服务供应商，并以金融科技支持业务营运。根据弗若斯特沙利文的资料，按收益计，截至二零一九年十二月三十一日止年度，公司的物业抵押融资及无抵押融资在香港所有持牌放债人中分别排名第一及第五。公司主要从事向个人及公司提供有抵押及无抵押贷款融资的贷款业务。公司主要透过主要营运附属公司营运，该等公司均持有放债人牌照并受香港《放债人条例》监管。公司的定位是创新且适应能力高的持牌放债人，透过于业务中采纳各种金融科技，丰富公司所提供的借贷体验及加强公司监察与管理信贷风险的能力。公司于营运中采纳的主要金融科技包括：(i)视频柜员机、(ii)IDCM、(iii)中小企业务仪表板、(iv)RPA及(v)区块链技术。,抵押房地产投资信托,,上市申请一览
H0980.HK,H0980.HK,Dynatele Holdings,2020-12-11,失效,2021-06-03,,,2018-12-03,主板,,大有融资有限公司,Dynatele Holdings Limited,Dynatele Holdings Limited,www.dynagroup.my,1231,电讯施工工程承包商，主要从事光缆安装工程。,"Dynatele Holdings Limited于2018年1月15日在开曼群岛注册成立的获豁免有限公司，公司为马来西亚领先的电讯施工工程承包商,主要从事光缆安装工程逾25年。自成立以来,公司为马来西亚电讯服务提供商圆满完成多项电讯施工工程。根据行业报告,按截至2018年12月31日止两个年度电讯电缆安装行业的电讯电缆安装项目收益计,公司在所有马来西亚电讯电缆安装公司中位列第一,市场份额分别约为18.8%及19.0%。公司成为国家建筑工业发展局注册七级承包商已逾15年,因而公司能够承接马来西亚无金额限制的土木工程施工及建筑施工工程项目。",综合电信业务,,上市申请一览
H1029.HK,H1029.HK,天晟集团,2020-12-11,失效,2021-06-03,,,2019-02-28,主板,,创升融资有限公司,天晟集团控股有限公司,Tin Shing Group Holdings Limited,,1231,瓦楞纸板制造商。,"天晟集团控股有限公司成立于2014年4月15日，公司是位于中国广东省的瓦楞纸板制造商。自二零一一年五月开始生产以来,公司于瓦楞纸板生产及销售方面已累积约九年经验。根据行业报告,中国瓦楞纸板市场高度分散。广东省瓦楞纸板市场在中国最为突出,占中国瓦楞纸板市场将近30%的总消耗量及收益。按二零一九年收益计,公司为广东省的第六大瓦楞纸板制造商,市场份额为1.3%。下游客户使用公司的产品生产广泛应用于不同行业的包装的瓦楞纸箱。公司的生产工厂位于广东省鹤山市及中山市的策略性位置且具备发达的交通网络,使公司能够以具成本效益的方式运输产品,并方便公司接触中山、珠海、东莞、佛山(包括顺德区)、江门(包括新会区)、开平及广州等广东省主要城市的客户。于往绩记录期内,公司建立了由超过800名客户组成的牢固的客户基础,该等客户一般为各行各业的各类消费品(如电器、食品、印刷材料、家具、玩具及金属零件)的纸质包装材料制造商。而且,公司能够获得主要供应商稳定的原纸供应,若干该等供应商为中国领先及最具声誉的原纸制造商。",纸和塑料包装产品和材料,,上市申请一览
H1371.HK,H1371.HK,禹佳生活服务,2020-12-11,失效,2021-06-11,,,2020-12-11,主板,,,禹佳生活服务集团有限公司,U Life Services Group Company Limited,www.yuzhouwuye.com,1231,物业管理服务和商业运营服务综合提供商。,"禹佳生活服务集团有限公司于2020年8月17日在开曼群岛注册成立。公司是一家物业管理服务和商业运营服务综合提供商,拥有逾23年的运营经验。公司专注于两大地区,即海峡西岸地区和长江三角洲地区,并继续在中国市场的四大重点区域(即环渤海经济圈、华中地区、西南地区和大湾区)开拓市场地位。本着‘进入一座城,深耕一座城’的理念,公司在所开展业务的城市中广泛开发公司由住户、租户及供应商组成的网络,并通过公司多样化且优质的服务提高客户忠诚度。通过将深耕策略成功复制到公司业务扩展的城市中,公司已形成覆盖多种住宅和非住宅物业的中国市场战略布局。根据中指院按综合实力1排名的物业服务百强企业排行榜,公司在2019年和2020年皆排名第36位,而就商业运营服务而言,按商业物业(不包括写字楼)的在管总建筑面积计,根据2019年的相关数据,公司在物业服务百强企业排行榜中名列第六位。",房地产经营公司,,上市申请一览
H1283.HK,H1283.HK,泰和沥青投资,2020-12-02,失效,2021-05-03,,,2020-05-29,主板,,中国光大融资有限公司,泰和沥青投资集团控股有限公司,Taihe Asphalt Investment Group Holdings Limited,www.taiheasphalt.com,1231,公司为大湾区领先的公路及道路建设用沥青产品供应商以及沥青产品仓储及加工服务供应商。,"泰和沥青投资集团控股有限公司成立于2018年9月6日。公司为大湾区领先的公路及道路建设用沥青产品供应商以及沥青产品仓储及加工服务供应商。公司的客户包括道路建设公司以及沥青产品及经加工沥青产品生产商及销售商。根据弗若斯特沙利文报告,按2019年销售收益计,公司为大湾区第二大进口沥青供应商,占市场份额约19.4%,及香港最大的进口沥青供应商,于2019年约占香港沥青市场72.9%的市场份额。按中国整体市场计,当中八大参与者为全国性沥青供应商及业务拓展至中国多个省份的沥青供应商,集团作为专注于大湾区的沥青供应商,按2019年销售收益计,于中国进口沥青供应商中排名第九。",建筑材料,,上市申请一览
H1218.HK,H1218.HK,MKV Holdings,2020-12-01,失效,2020-12-31,,,2019-11-29,主板,,均富资本有限公司,MKV Holdings Limited,Mkv Holdings Limited,mkv.com.sg,1231,提供综合屋宇装备并专攻机电系统维护的承建商。,MKV Holdings Limited成立于2019年10月21日，公司是扎根于新加坡专门提供综合屋宇装备并专攻机电系统维护的承建商。公司为不同界别的楼宇及设施提供综合屋宇装备，包括教育机构、政府楼宇、社区中心以及商业物业。公司的综合屋宇装备乃为客户的需要度身订造，包括(i)各种建筑系统的维护，包括预防性及定期维护以及故障维修；及(ii)按需要提供加建及改建工程，一般包括加建、改建、改造、改装及提升现有建筑系统和其他小型维修及改善工程。公司的综合屋宇装备对于确保各类建筑系统正常运作及安全以及符合指定规格至关重要。公司的装备组合涵盖多种建筑系统，可分为(i)电力系统；(ii)机械系统；(iii)家居系统；及(iv)其他专门系统。公司同时参与公私营项目。公营项目指新加坡政府为项目拥有人的项目，而私营项目则指并非公营项目的项目。于往绩期间，公司的收益主要源自公营项目。,建筑与工程,,上市申请一览
2175.HK,2175.HK,中国通才教育,2020-11-30,失效,2021-05-31,,2021-07-16,2020-11-30,主板,,,中国通才教育集团有限公司,China General Education Group Limited,chinageg.cn,0831,公司及其附属公司（统称为‘集团’）主要在中华人民共和国（‘中国’）从事提供高等教育服务。,中国通才教育集团有限公司是一家主要从事提供高等教育服务的投资控股公司。该公司的主营业务是从事经营一所学院（该学院）并提供应用型课程，让学生掌握与职业相关的实用技能。该学院是一所民办本科学院，提供本科课程。该学院经营两个校区，即龙城校区及北格校区。该公司主要在国内市场开展业务。,教育服务,VIE架构公司,上市申请一览
H1268.HK,H1268.HK,中税网国际,2020-11-30,失效,2021-05-17,,,2020-04-23,主板,,富强金融资本有限公司,中税网国际控股有限公司,"Taxchina International Holding Co., Itd.",www.taxchina.com,1231,中国领先的综合财税咨询及职业培训服务提供商。,"中税网国际控股有限公司2019年9月4日在开曼群岛注册成立,是中国领先的综合财税咨询及职业培训服务提供商。根据弗若斯特沙利文报告,在各情况下按截至2019年12月31日止年度的收益计算,我们于中国的财税咨询培训服务排名第一以及于财税职业培训服务排名第五。我们的服务宗旨是打造中国财税综合服务民族品牌,让所有纳税人的财税管理变得更安全与高效。于往绩记录期间内,我们的运营收益主要来自于向中国的企业及个人客户提供财税咨询培训服务及职业培训服务。",教育服务,,上市申请一览
6913.HK,6913.HK,华南职业教育,2020-11-27,失效,2021-05-27,,2021-07-13,2020-11-27,主板,,,中国华南职业教育集团有限公司,South China Vocational Education Group Company Limited,www.scvedugroup.com,1231,公司的主要业务为投资控股。集团主要从事在中国提供民办高等职业教育。,中国华南职业教育集团有限公司是一家主要提供民办高等职业教育服务的中国公司。该公司培养专业人才以支持大湾区企业发展。该公司为中国新兴产业的发展提供专业支持，尤其是科技、媒体和电信（TMT）行业和健康行业。该公司为学生提供广泛的课程，并通过校企合作项目培养学生的实践技能。该公司提供TMT行业和健康行业的职业教育，帮助学生毕业后有所成就。,教育服务,VIE架构公司,上市申请一览
1491.HK,1491.HK,贝特集团控股,2020-11-10,失效,2021-05-04,,,2020-05-06,主板,,,贝特集团控股有限公司,"Better Home Group Holdings Co., Limited",www.betterhomechina.com,1231,"主要从事设计、开发、制造及销售各类常用家用必需品,如(i)洗衣产品;(ii)家居清洁用具;及(iii)厨房用具。","贝特集团控股有限公司成立于2019年5月21日，公司主要从事设计、开发、制造及销售各类常用家居必需品,如(i)洗衣用品;(ii)家居清洁用具;及(iii)厨房用具。公司的产品主要以OEM或ODM方式生产并售予国际品牌商或彼等的授权代理以供彼等于海外市场作为批发商或零售商转售。根据灼识咨询报告,按于二零二零年中国晾衣架制造市场的出口收益计算,公司排名第二,市场份额约为6.6%。",,,上市申请一览
2350.HK,2350.HK,数科集团,2020-11-10,失效,2020-12-31,,2022-09-26,2020-11-10,主板,,,数科集团控股有限公司,Mtt Group Holdings Limited,www.mttgholdings.com,0331,集团主要从事(i)于香港、澳门及中国内地分销资讯科技产品；及(ii)于香港、中国内地及澳门提供有关资讯科技系统的系统整合解决方案，当中涉及整合系统设计、硬件及软件开发及╱或实施、硬件及软件协调、系统配置以及技术及维护支援服务（‘系统整合解决方案’）。集团经营(i)分销业务，作为授权分销商向资讯科技产品厂商采购资讯科技产品再分销予下游经销商；及(ii)系统整合解决方案业务，作为系统整合解决方案供应商向授权分销商采购资讯科技产品，整合成定制的解决方案再转售予终端用户。,数科集团控股有限公司是一间主要从事提供资讯科技解决方案的投资控股公司。该公司通过两个分部运营。分销业务部门主要从事资讯科技统一通信、网路基础设施、系统集成和资料中心及安全解决方案的软体及硬体分销业务。系统整合解决方案业务分部主要从事提供包括评估、咨询及建议、资讯科技产品采购、技术实施及整合、性能测试、用户验收测试及系统推出等资讯科技基建设施解决方案服务。,信息科技咨询与其它服务,,上市申请一览
H1252.HK,H1252.HK,佳益净科控股,2020-11-04,失效,2021-01-13,,,2020-03-13,创业板,,,佳益净科控股有限公司,Je Cleantech Holdings Limited,www.jecleantech.sg,1231,主要从事销售清洁系统及提供中央餐具清洗服务。,佳益净科控股有限公司于2019年1月29日在开曼群岛注册成立为投资控股公司，总部位于新加坡。该公司主要从事：(i) 通过其子公司JCS-Echigo Pte. Ltd.销售清洁系统和其他设备（制造和销售清洁系统、相关清洁设备、零部件和组件）；以及 (ii) 通过其子公司Hygieia Warewashing Pte. Ltd.提供集中洗碗和配套服务。清洁系统业务始于2006年，公司自2013年起提供集中洗碗服务。,综合支持服务,,上市申请一览
H1271.HK,H1271.HK,星图国际,2020-11-04,失效,2021-05-03,,,2020-04-29,主板,,东兴证券(香港)有限公司,星图国际集团有限公司,Planet Image International Limited,www.yibomk.com,1231,相容性碳粉盒出口制造商及销售商。,星图国际集团有限公司一家于2019年8月5日在开曼群岛注册成立的有限责任豁免公司。作为中国首家在美股上市的打印耗材企业，星图国际是一家国际化集团，将自主研发、生产制造、国际贸易与跨境电商有机融合，以创新和品质为核心驱动力。公司精心打造了丰富多元的产品矩阵，深度扎根打印耗材和办公用品领域，同时积极向消费电子领域拓展。凭借专有技术、卓越的研发能力以及本地化的销售、物流和服务平台，公司致力于为全球消费者提供优质且性价比高的产品与解决方案。作为中美欧地区领先的外向型兼容硒鼓制造商和销售商，公司在全球兼容耗材行业中位居前列。依靠领先的技术研发和精湛的制造工艺，公司在美欧市场占据显著份额，成为行业标杆。集团在国内主要城市设有营销总部、制造与交付中心及研发中心，同时在中国香港、美国、荷兰、英国、法国、德国、意大利等地建立了销售分公司和物流中心。集团现有员工2000余人（其中欧美外籍雇员近百名），业务覆盖全球超48个国家和地区，服务上亿终端用户，国际化业务占比超90%。,商品化工,,上市申请一览
2207.HK,2207.HK,融信服务,2020-11-03,失效,2021-05-03,,2021-07-16,2020-11-03,主板,,,融信服务集团股份有限公司,"Ronshine Service Holding Co., Ltd",www.rxswy.com,1231,集团主要于中国从事提供物业管理服务和相关增值服务，包括交房前服务、家政服务、销售服务和其他服务。,"融信服务集团股份有限公司于2020年04月14日在开曼群岛注册成立的获豁免有限公司。公司是中国一家发展迅速的综合物业管理服务商,为住宅和非住宅物业提供多元化物业管理服务。根据中指院的资料,按综合实力计,公司分别位列2021中国物业服务百强企业第19名、2020中国物业服务百强企业第20名和2019中国物业服务百强企业第24名。根据中指院的资料,公司于2019年为中国物业服务百强企业成长性10强之一,并于2020年为中国物业服务百强成长性领先企业之一。公司获中指院认可为2021中国物业服务百强服务质量领先企业之一、2021中国物业管理行业市场化运营领先企业之一和2021中国高端物业服务领先企业之一。",,,上市申请一览
H1275.HK,H1275.HK,环球铝质,2020-11-03,失效,2021-01-13,,,2020-04-29,创业板,,,环球铝质集团有限公司,Universal Aluminium Group Limited,www.uae.com.hk,1231,"香港铝质工程服务供应商,主要提供铝质门窗、幕墙及其他外墙系统的设计、供应及安装服务。","环球铝质集团有限公司,于2019年11月8日在开曼群岛注册成立的获豁免有限公司,并于2019年12月30日根据公司条例第16部注册为非香港公司。公司为一家拥有逾20年历史的香港铝质工程服务供应商,主要提供铝质门窗、幕墙及其他外墙系统的设计、供应及安装服务。公司拥有两大业务分部,即(i)建筑项目;及(ii)零售业务。就建筑项目而言,公司的业务性质主要包括为新楼宇建筑项目提供外墙、铝质门窗及幕墙系统的设计、供应及安装服务,以及为现有建筑提供改建及加建工程。公司可能由建筑承包商直接委聘为建筑项目的自选分包商,或获物业发展商或其建筑师提名由总承包商委聘为建筑项目指定分包商。就零售业务而言,公司在湾仔、旺角及大角咀设有三间分店,向个人客户、室内设计公司及装修工程承包商销售门窗产品及提供门窗装修、更换、维修及保养服务。",建筑与工程,,上市申请一览
H1360.HK,H1360.HK,一九传媒,2020-11-01,失效,2021-04-29,,,2020-11-01,主板,,,一九传媒有限公司,Era Jade Media Limited,www.youeramedia.com,1231,原生内容为核心的综合营销服务提供商。,"一九传媒有限公司成立于2019年7月8日，以原生内容为核心的综合营销服务提供商。通过提供视频及音频节目以及公关活动等不同形式的内容,公司旨在以通俗易懂的方法向目标受众传递品牌内容。公司的品牌赞助内容于竞争对手中脱颖而出,因为公司旨在透过分享相关知识及见解的内容吸引不同受众。策略上,公司于不同的媒体平台发布公司的品牌赞助内容,例如电视等传统大众媒体、新媒体及实际现场。公司认为,仅须采取一次这种全面周全的多渠道方法,就可以为公司来自房地产开发、汽车、医疗保健、银行、保险及金融相关服务等不同行业客户创造多个与目标受众的接触点。公司认为,不同形式的内容和媒体的融合对两者起到了协同效应及相得益彰的作用,可让公司发挥营销及广告服务的最大成效。",,,上市申请一览
H1194.HK,H1194.HK,特普科技,2020-10-30,失效,2021-04-29,,,2019-09-30,主板,,红日资本有限公司,特普科技控股有限公司,Able-One Technology Holdings Limited,able-one.net/,1231,硅胶产品制造商。,"特普科技控股有限公司成立于二零一九年六月十七日。公司是知名硅胶产品制造商,总部位于香港,生产基地位于中国广东省的东莞。自公司的硅胶产品贸易业务于二零零二年建立起,公司致力于拓展自身在硅胶行业的业务份额及范围,并在之后于二零零七年发展成为一间硅胶产品制造商。凭藉超过17年的行业经验,公司专门从事制造(i)硅胶音频组件,其中包括耳套、耳机线、耳机头梁及扬声器盒子;及(ii)硅胶电子设备,其中包括成人用品及护肤小器件。公司亦生产其他硅胶产品,包括手机元件、厨房用具、硅胶面具及配件。根据灼识咨询报告,公司(i)于中国硅胶音频组件制造市场居首位,按二零一九年收益计之市场份额约为15.9%;及(ii)于中国硅胶电子设备制造市场位列第二,按二零一九年收益计之市场份额约为3.2%。",商品化工,,上市申请一览
H1359.HK,H1359.HK,艺翔控股,2020-10-30,失效,2021-04-29,,,2020-10-30,主板,,,艺翔控股有限公司,Yixiang Holdings Limited,www.yiduinkjet.com,1231,设计、制造及销售各类喷绘介质产品。,"艺翔控股有限公司成立于2020年2月14日。公司是中国喷绘介质制造商。公司从事设计、制造及销售各类喷绘介质产品(由纸质或塑胶(如PVC膜、PP合成纸、PP背胶、PET薄膜以及防粘纸)制成的消费品),主要包括冷裱膜、自粘PP纸、汽车贴纸及弱溶剂产品。根据弗若斯特沙利文报告,就收入而言,公司是2020年中国第三大纸质及塑胶喷绘介质制造商,市场份额约为8.4%。",商品化工,,上市申请一览
H1069.HK,H1069.HK,伟丰控股,2020-10-29,失效,2021-04-06,,,2019-04-15,主板,,大有融资有限公司,伟丰控股有限公司,Wai Fong Holdings Limited,www.waifong.com.sg,1231,基建土木工程及一般建筑承建商。,"伟丰控股有限公司成立于2018年10月16日。公司是一家新加坡基建土木工程及一般建筑承建商,专门从事钢筋混凝土工程,拥有逾27年的营运历史。公司所参与的项目大多为公营基建土木工程项目,少量为私营界别项目。公司专门提供钢筋混凝土工程,主要包括钢筋工程、模板安装及混凝土工程。此外,公司亦能够提供钢筋施工图及模板设计以及钢筋加工。公司拥有强大的机器设备队伍,可进行钢筋混凝土工程及其他建筑工程。近年来,公司透过集团成员公司作为总承建商承接道路及排水工程,或透过公司与其他承建商组建的合资企业承接大额公营基建土木工程项目,同时公司继续追求专门从事钢筋混凝土工程。",建筑与工程,,上市申请一览
H1358.HK,H1358.HK,中卓医务,2020-10-29,失效,2021-04-29,,,2020-10-29,主板,,,中卓医务控股有限公司,Hong Kong Medical Consultants Holdings Limited,www.hkmedicalconsultants.com,0331,综合私家医疗服务提供商。,"中卓医务控股有限公司成立于2020年9月21日。公司是香港一间综合私家医疗服务提供商,旗下专科医生在各自专业领域享负盛名,提供专科医疗服务,并辅以各种专职医疗服务及医疗管理服务。根据弗若斯特沙利文,公司于香港的多专科医疗中心营运商中排名第六,2020年,就提供专科服务(包括内科及外科相关专科服务)产生的收益而言,市场份额为约1.4%。另外,根据弗若斯特沙利文,就提供内科专科服务产生的收益而言,公司在香港所有私家多专科医疗中心营运商中排名第四。",保健护理机构,,上市申请一览
H1096.HK,H1096.HK,匹思通控股,2020-10-28,失效,2021-04-06,,,2019-05-31,主板,,建泉融资有限公司,匹思通控股集团有限公司,Piston Holdings Group Limited,www.zqpst.com,1231,旋转式压缩机泵体零部件(用于家用空调旋转式压缩机)制造商。,"匹思通控股集团有限公司成立于2019年1月22日。公司是中国成熟的旋转式压缩机泵体零部件(用于家用空调旋转式压缩机)制造商。根据灼炽咨询报告,于二零一九年,公司在中国旋转式压缩机泵体零部件市场排名第六(按收益计),占市场份额约2.1%。",工业机械和用品及零部件,,上市申请一览
6611.HK,6611.HK,三巽集团,2020-10-27,失效,2021-04-06,,2021-07-19,2019-10-17,主板,,,三巽控股集团有限公司,Sanxun Holdings Group Limited,www.sanxungroup.com,1231,三巽控股集团有限公司（‘公司’，连同其附属公司，统称‘集团’）是一家总部位于合肥、植根安徽省、布局长江三角洲地区的专注于住宅物业开发及销售的中华人民共和国（‘中国’）房地产开发商。,三巽控股集团有限公司是一家主要从事物业开发业务的投资控股公司。该公司主要从事住宅物业开发和销售业务。该公司的物业包括住宅物业、商业物业和停车场及地下储物间。该公司主要在国内市场开展业务。,房地产开发,,上市申请一览
H1357.HK,H1357.HK,时空视点,2020-10-27,失效,2021-04-06,,,2020-10-27,主板,,东方融资(香港)有限公司,时空视点整合营销有限公司,Evision Integrated Marketing Limited,www.evisionpr.com.cn,1231,以数字化为中心的整合营销解决方案供应商,"时空视点整合营销有限公司成立于2020年4月15日。公司是中国一家领先的以数字化为中心的整合营销解决方案供应商,深植于消费品市场,能够通过数字技术实现营销效果。公司拥有约20年的历史,专注于为汽车、TMT(包括3C产品)、金融和快速消费品行业的知名品牌提供整合营销解决方案。公司致力于为包括20家财富世界500强公司(或其附属公司)在内的行业领先公司整合及强化品牌声誉、传递产品价值及获取消费者。根据弗若斯特沙利文报告,以二零一九年的收入计,公司在中国整合营销解决方案供应商中排名第八位及在数字整合营销解决方案供应商中排名第八位,市场份额分别为0.5%及0.5%。按行业以二零一九年的收入计,公司在中国汽车、TMT(包括3C产品)和金融领域分别排名第二位、第五位和第三位。",广告,,上市申请一览
H1267.HK,H1267.HK,大湾区文旅,2020-10-23,失效,2021-04-06,,,2020-04-17,主板,,,大湾区文旅康居股份有限公司,Gba Cultural Residence Holdings Limited,www.cctg.com.cn,1231,文化旅游物业开发商，提供文化旅游胜地相关服务、酒店咨询及管理服务及旅游代理服务。,"大湾区文旅康居股份有限公司成立于2018年10月23日。公司是一间位于具文化旅游体验地点的度假物业的开发商,该等物业主要位于江门及公司认为具发展潜力的中国其他地区。根据仲量联行行业报告,按二零二零年广东省江门和广东省房地产公司的住宅物业(包括度假物业)合约销售总额计,公司分别排名第五及第220,在相关地区的市场占有率分别约为4.5%及0.04%。公司亦从事一系列文化旅游业务,如提供文化旅游胜地相关服务(包括酒店服务、景点咨询服务及景点管理服务)、酒店咨询及管理服务及旅游代理服务。",房地产经营公司,,上市申请一览
H1041.HK,H1041.HK,星光宝光电,2020-10-16,失效,2021-01-13,,,2019-03-19,创业板,,RaffAello Capital Limited,星光宝光电科技有限公司,Star Light Holding Limited,www.xgb-led.com,1231,中国深圳一家知名的LED灯珠制造商，专注于设计、开发、制造及销售LED灯珠。,"星光宝光电科技有限公司成立于2018年3月1日。是中国深圳一家知名的LED灯珠制造商,专注于设计、开发、制造及销售LED灯珠。凭藉逾10年于LED灯珠制造行业的经验,公司能够设计及制造不同尺寸及规格的LED灯珠,在色区、亮度、正向电压、功耗等方面各有不同,可用于便携式照明、室内照明及户外照明等多种应用。尤其是，公司扎根于便携式LED灯珠制造行业，1W以下LED灯珠的销售表现不俗，根据弗若斯特沙利文报告，该类灯珠是生产便携式LED照明产品的主要LED灯珠。根据弗若斯特沙利文报告,本集团于二零一九年在中国便携式LED灯珠制造市场排名第三,按同期销售额计市场份额约为1.5%。我们亦占二零一九年中国整体LED灯珠制造业总收益约0.1%。",电子制造服务,,上市申请一览
H0937.HK,H0937.HK,BeGreen Holdings,2020-10-15,失效,2020-12-31,,,2020-04-07,创业板,,,BeGreen Holdings Limited,Begreen Holdings Limited,www.begreenholdings.com,1231,提供景观美化服务、清洁服务及废料管理服务。,"BeGreen Holdings Limited，一间于2018年8月7日在开曼群岛注册成立的有限公司。公司为新加坡一家成熟的综合环境服务供应商。历经逾20年的营运,透过成功拓展至景观美化及废料管理服务,公司从最初从事提供清洁服务逐步发展为一家综合环境服务供应商。公司专门为新加坡的公营及私营界别多个分部的多元客户提供景观美化服务、清洁服务及废料管理服务,包括政府实体、政府相关公司、酒店拥有人及营运商、私人物业发展商及拥有人以及设施管理公司。根据弗若斯特沙利文报告,按2019年收益计,公司为新加坡占市场份额约4.8%的第五大景观美化服务供应商以及占市场份额约0.8%的第十大环境服务供应商。",环境与设施服务,,上市申请一览
