code,name,listing_date,prospectus_date,offer_start_date,offer_end_date,pricing_date,allotment_date,board,offering_type,is_latest,offer_price_low,offer_price_high,issue_price,board_lot,market_cap_hkdm,offer_shares,public_offer_shares,placing_shares,gross_proceeds_hkd,net_proceeds_hkd,proceeds_currency,use_of_proceeds,public_subscription_multiple,international_subscription_multiple,valuation_metric,source_table
2026.HK,小马智行-W,2025-11-06,2025-12-03,2025-10-28,2025-11-03,2025-11-04,2025-11-05,主板,"发售以供认购,发售以供配售",是,,180.0,139.0,100,18181.54,41955700,4195600,37760100,6706611000.0,6454360000.0,HKD,"所得款项净额约50%将于未来五年内分配作推行公司的市场进入战略,以在公司的主要可触及市场(包括自动驾驶出行服务及自动驾驶卡车服务)进行L4自动驾驶技术的大规模商业化,包括业务开发、生产、销售与营销、客户服务以及与行业参与者的合作。所得款项净额约40%将于未来五年内分配作持续投资于L4自动驾驶技术及解决方案的研发。所得款项净额约10%将用于营运资金需求及其他一般公司用途。",15.88,7.72,13.900806234326,首发信息一览
9927.HK,赛力斯,2025-11-05,2025-11-30,2025-10-27,2025-10-31,2025-11-03,2025-11-04,主板,"发售以供认购,发售以供配售",是,,131.5,131.5,100,13282.62,100200000,10020000,90180000,14283398500.0,14016410000.0,HKD,"约70.0%将用于公司的研发投入;约20.0%将用于多元化新营销渠道投入、海外销售及充电网络服务,以提升公司的全球品牌知名度;约10.0%将用作营运资金及一般公司用途。",132.68,8.61,44.954105635294,首发信息一览
2718.HK,明略科技-W,2025-11-03,2025-11-27,2025-10-23,2025-10-28,2025-10-23,2025-10-31,主板,"发售以供认购,发售以供配售",是,141.0,141.0,141.0,40,5696.88,7219000,721920,6497080,1170553800.0,1048400000.0,HKD,"所得款项净额约35%预期将于未来三年用于提升公司的技术研发能力;所得款项净额约40%预期将用于产品开发,以丰富公司的产品组合;所得款项净额约15%预期将用于营销、品牌推广及销售团队扩张,旨在进一步扩大公司的客户群并深化公司在数据智能行业的立足点;所得款项净额约10%预期将用于营运资金及一般企业用途。",4452.86,13.93,39.20450986533,首发信息一览
6031.HK,三一重工,2025-10-28,2025-11-23,2025-10-20,2025-10-23,2025-10-24,2025-10-27,主板,"发售以供认购,发售以供配售",是,20.3,21.3,21.3,200,4302.97,580424600,58042600,522382000,15349086720.0,15189700000.0,HKD,约45.0%的所得款项净额将用于进一步发展公司的全球销售及服务网络，以提高全球品牌知名度、市场渗透率和服务效率。约25.0%的所得款项净额将用于增强公司的研发能力。约20.0%的所得款项净额将用于扩大海外制造能力和优化生产效率。约10.0%的所得款项净额将用于营运资金和一般公司用途。,52.93,13.96,38.486907838644,首发信息一览
6166.HK,剑桥科技,2025-10-28,2025-11-10,2025-10-20,2025-10-23,2025-10-24,2025-10-27,主板,"发售以供认购,发售以供配售",是,,68.88,68.88,50,3478.73,67010500,6701050,60309450,5308030560.0,5157100000.0,HKD,"所得款项净额中的约50.0%用于提升自身设施及目前及未来co-location合作伙伴设施的产能。将所得款项净额中的约20.0%用于进一步提升公司的研发人才及技术,以实现更多研发突破。将所得款项净额中的约5.0%用于业务推广及营销。将所得款项净额中的约15.0%用于海外战略投资,以实现公司的长期增长战略。将所得款项净额中的约10.0%用作一般公司用途,包括营运资金需求。",338.7,16.5,42.51479328333,首发信息一览
6980.HK,八马茶业,2025-10-28,2025-10-27,2025-10-20,2025-10-23,2025-10-24,2025-10-27,主板,"发售以供认购,发售以供配售",是,45.0,50.0,50.0,100,5050.43,9000000,900000,8100000,450000000.0,389890000.0,HKD,"约35.0%预计将用于扩建公司的生产基地及建造新生产基地。约20.0%预计将用于提升公司的品牌价值及扩大公司的产品组合。约15.0%预计将用于为公司直营线下门店网络的扩张提供资金,并专注于开设更多门店(如旗舰店)以提升公司的品牌价值。约10.0%预计将用于提升公司业务运营的数字化水平。约10.0%预计将用于收购或投资于中国茶行业的参与者。约10.0%预计将用作营运资金及其他一般企业用途。",2680.04,13.58,,首发信息一览
1384.HK,滴普科技,2025-10-28,2025-10-27,2025-10-20,2025-10-23,2025-10-20,2025-10-27,主板,"发售以供认购,发售以供配售",是,26.66,26.66,26.66,200,5385.77,26632000,1331600,25300400,710009120.0,609770000.0,HKD,"所得款项净额约40%将用于未来五年提升研发能力;所得款项净额约30%将用于扩大公司在中国的销售网络及客户群,从而加强公司的商业化能力;所得款项净额约15%将用于海外业务扩张;所得款项净额约5%将用于潜在投资、并购机会,旨在进一步加强公司的核心技术能力,巩固公司的技术实力;所得款项净额约10%将用于营运资金及一般公司用途。",7569.83,16.61,,首发信息一览
0638.HK,广和通,2025-10-22,2025-11-16,2025-10-14,2025-10-17,2025-10-20,2025-10-21,主板,"发售以供认购,发售以供配售",是,19.88,21.5,21.5,200,4343.37,135080200,13508200,121572000,2904224300.0,2810600000.0,HKD,"约55.0%的所得款项净额,预期将分配作研发用途,主要包括与AI技术及机器人技术相关的技术创新及产品开发。约15.0%的所得款项净额,预期将于未来五年分配用于在中国深圳建设制造设施,主要用于生产(i)模组产品及(ii)作为公司解决方案一部分的终端产品(‘深圳设施’)。约10.0%的所得款项净额,预期将分配用于偿还若干计息银行借款。约10.0%的所得款项净额,预期将分配用于战略投资及╱或收购。约10.0%的所得款项净额,预期将用作营运资金及其他一般企业用途。",550.99,9.16,43.035174659202,首发信息一览
6687.HK,聚水潭,2025-10-21,2025-11-16,2025-10-13,2025-10-16,2025-10-13,2025-10-20,主板,"发售以供认购,发售以供配售",是,30.6,30.6,30.6,100,3090.85,68166200,6816700,61349500,2398767660.0,2237920000.0,HKD,约55%将于未来五年用于提升公司的研发能力，以丰富公司的产品矩阵；约25%将用于未来五年提升公司的销售及营销能力；约10%将在未来五年用于战略投资；约10%将用于一般公司用途。,1952.95,22.89,42.176854260241,首发信息一览
2637.HK,海西新药,2025-10-20,2025-10-17,2025-10-09,2025-10-14,2025-10-15,2025-10-17,主板,"发售以供认购,发售以供配售",是,69.88,86.4,86.4,50,4363.57,11500000,1150000,10350000,993600000.0,940130000.0,HKD,"约52.0%所得款项净额预期将用于持续投资于研发,以推进公司管线中的在研药物并丰富公司的产品组合。约23.0%所得款项净额预计将用于提升公司的研发能力及寻求合作机会。约8.0%所得款项净额预计将用于增强公司的商业化能力及扩大市场影响力。约7.0%所得款项净额预计将用于改善和优化公司的研发和生产系统。约10.0%所得款项净额预计将用作公司的营运资金及其他一般企业用途。",3165.1,6.3,17.232447665056,首发信息一览
2670.HK,云迹,2025-10-16,2025-11-12,2025-10-08,2025-10-13,2025-10-08,2025-10-15,主板,"发售以供认购,发售以供配售",是,95.6,95.6,95.6,50,4828.21,6900000,345000,6555000,758586000.0,688800000.0,HKD,"约60.0%将用于在未来五年持续提升公司的研发能力,以进一步改进公司机器人智能体技术,并提高公司产品及服务的通用性及适应性。约30.0%预期将用于在未来五年提高公司在中国境内外的商业化能力。约10.0%用作营运资金及其他一般公司用途。",5657.2,18.62,,首发信息一览
2575.HK,轩竹生物-B,2025-10-15,2025-10-14,2025-10-06,2025-10-10,2025-10-06,2025-10-14,主板,"发售以供认购,发售以供配售",是,11.6,11.6,11.6,500,5858.5,67333500,6733500,57233500,781068600.0,701000000.0,HKD,约45.0%用于公司核心产品(即KBP-3571、XZP-3287及XZP-3621)的研究及开发;约14.0%用于公司关键产品(即KM602、KM501、XZP-7797及XZP-6924)的研发;约11.0%用于为其他候选药物(包括XZB-0004、XZP-5610、XZP-6019及XZP-6877)的研发拨资;约20.0%被分配用于增强公司的商业化及市场营销能力;约10.0%用于营运资金及其他一般公司用途。,4908.33,10.15,9.8070771248518,首发信息一览
2650.HK,挚达科技,2025-10-10,2025-11-05,2025-09-30,2025-10-06,2025-10-08,2025-10-09,主板,"发售以供认购,发售以供配售",是,66.92,83.63,66.92,50,4223.68,5978900,597900,5381000,400107988.0,326580000.0,HKD,"约38.0%的所得款项净额预计将在未来五年用于公司的海外扩张;约36.5%的所得款项净额预计将在未来五年用于研发以丰富公司产品及服务组合,以及增强公司的数字化平台及研发能力;约10.0%的所得款项净额预计将用于并购活动,以提升公司提供综合能源管理解决方案的能力;约5.5%的所得款项净额预计将用于升级宣城工厂的现有生产设施及设备;约10.0%的所得款项净额预计将用作包括营运资金需求在内的一般企业用途。",5440.8,2.37,,首发信息一览
8549.HK,金叶国际集团,2025-10-10,2025-10-09,2025-09-30,2025-10-06,2025-10-08,2025-10-09,创业板,"发售以供认购,发售以供配售",是,0.45,0.65,0.5,5000,3282.77,100000000,10000000,90000000,50000000.0,31300000.0,HKD,约所得款项净额约56.1%将用于拨付公司新项目的前期成本;约所得款项净额约32.6%将用于招聘新员工及租赁额外办公室;约所得款项净额约1.3%将用于将公司的‘GLERP’系统升级;及所得款项净额约10.0%将用作公司的一般营运资金。,11464.72,1.2,,首发信息一览
2652.HK,长风药业,2025-10-08,2025-10-06,2025-09-26,2025-10-02,2025-09-26,2025-10-06,主板,"发售以供认购,发售以供配售",是,14.75,14.75,14.75,500,7449.38,41198000,4120000,37078000,607670500.0,525400000.0,HKD,约40.0%将用于为公司国内及国际的吸入制剂候选产品的持续研发、临床开发及商业化提供资金;约20.0%将用于为公司多个管线计划及技术的临床前研发提供资金;约30.0%将用于为公司生产设施、设备采购及生产管理系统的扩张及升级提供资金;约10.0%将用作营运资金及其他一般公司用途。,6697.8,12.74,,首发信息一览
2259.HK,紫金黄金国际,2025-09-30,2026-04-08,2025-09-19,2025-09-25,2025-09-19,2025-09-29,主板,"发售以供认购,发售以供配售",是,71.59,71.59,71.59,100,7231.19,348990700,34899100,296642000,28731880487.0,28172200000.0,HKD,"所得款项净额约27.52%将用于支付收购哈萨克斯坦Raygorodok金矿的代价；所得款项净额约50.1%将于未来五年内用于现有矿山的升级及建设项目,以全面提升公司的产能；所得款项净额约12.37%将于未来五年内用于公司运营的所有矿山的勘探活动,以充分实现公司的增长潜力；所得款项净额约10%将用作一般公司用途。",240.74,20.38,43.395052515415,首发信息一览
2889.HK,博泰车联,2025-09-30,2025-10-31,2025-09-22,2025-09-25,2025-09-22,2025-09-29,主板,"发售以供认购,发售以供配售",是,102.23,102.23,102.23,20,2065.23,10436900,1043700,9393200,1066964287.0,919120000.0,HKD,"约30%所得款项净额预计将用于扩大产品组合和解决方案以及增强技术,进一步加强涵盖软件、硬件和云端车联网的全方位自主能力;约30%所得款项净额预计将分配用于提高公司的生产、测试及验证能力;约20%所得款项净额预计将用于扩大公司的销售和服务网络,以提高公司的品牌知名度;约10%所得款项净额预计将用于旨在进一步整合行业资源的战略性投资;约10%所得款项净额将分配用于营运资金及一般企业用途。",529.79,3.72,43.561977215457,首发信息一览
2583.HK,西普尼,2025-09-30,2025-09-29,2025-09-19,2025-09-25,2025-09-26,2025-09-29,主板,"发售以供认购,发售以供配售",是,27.0,29.6,29.6,100,2989.85,10600000,1060000,9540000,313760000.0,268570000.0,HKD,"约40.28%将用于进一步提升公司的产能,以巩固公司在足金贵金属手表及镶足金的镶贵金属手表市场的地位,并把握智能手表及饰品市场的增长机遇；约17.11%将用于透过于新莆田生产基地建立莆田研发中心加强研发能力以推动业务持续增长；约33.24%将用于扩大及优化公司的销售网络、加强公司的品牌建设及提升公司的品牌影响力及知名度；约9.37%将用作营运资金或一般企业用途。",2505.9,3.9,,首发信息一览
9973.HK,奇瑞汽车,2025-09-25,2025-10-22,2025-09-17,2025-09-22,2025-09-23,2025-09-24,主板,"发售以供认购,发售以供配售",是,27.75,30.75,30.75,100,3106.0,297397000,29739700,267657300,10417266675.0,10128600000.0,HKD,"所得款项净额约35.0%将于未来一至三年用于研发不同车型和版本的乘用车,以进一步扩大公司的产品组合；所得款项净额约25.0%将用于未来一至三年下一代汽车及先进技术的研发以提高公司的核心技术能力；所得款项净额约20.0%将用于未来一至四年拓展海外市场及执行公司的全球化策略；所得款项净额约10.0%将用于未来一至四年提升公司位于安徽芜湖的生产设施；所得款项净额约10.0%将用于营运资金及一般企业用途。",308.18,11.61,43.893268912596,首发信息一览
6090.HK,不同集团,2025-09-23,2025-09-22,2025-09-15,2025-09-18,2025-09-19,2025-09-22,主板,"发售以供认购,发售以供配售",是,62.01,71.2,71.2,100,7191.8,10980900,1098100,9882800,781840080.0,718260000.0,HKD,"所得款项净额的约25.7%将用于提升公司的生产能力；所得款项净额的约16.6%将用于扩大公司于北美、欧洲及东南亚等海外市场的影响力；所得款项净额的约34.1%将用于公司的品牌活动及公司销售网络的扩大；所得款项净额的约13.6%将用于研发新品,目标是扩大公司产品组合的广度及深度；所得款项净额的约10%将用作营运资金和一般企业用途。",3317.47,7.37,14.960284461242,首发信息一览
2595.HK,劲方医药-B,2025-09-19,2025-10-16,2025-09-11,2025-09-16,2025-09-11,2025-09-18,主板,"发售以供认购,发售以供配售",是,20.39,20.39,20.39,200,4119.13,77600000,7760000,69840000,2092544140.0,1930555016.0,HKD,所得款项净额的约71.0%将用作公司的核心产品GFH925及GFH375的进一步开发资金；所得款项净额的约19.0%将用作为公司的其他候选产品(如GFH312、GFS202A、GFH276、GFS784及其他临床前候选药物)的开发提供资金；所得款项净额的约10%将用作公司的营运资金及其他一般企业用途。,2662.79,39.05,37.257517540634,首发信息一览
2656.HK,健康160,2025-09-17,2025-09-16,2025-09-09,2025-09-12,2025-09-15,2025-09-16,主板,"发售以供认购,发售以供配售",是,11.89,14.86,11.89,250,3752.47,33645500,3364750,30280750,400044995.0,316100000.0,HKD,约40.0%将用于进一步扩大医疗资源覆盖面。约30.0%将用于加强公司的研发能力。约10.0%将用于丰富产品及服务种类并探索增值服务。约10.0%将用于有选择地进行战略合作及收购。约10.0%将用作营运资金及一般企业用途。,751.77,1.92,,首发信息一览
2525.HK,禾赛-W,2025-09-16,2025-09-16,2025-09-08,2025-09-11,2025-09-12,2025-09-15,主板,"发售以供认购,发售以供配售",是,,228.0,212.8,20,4605.99,17000000,1700000,15300000,4784276000.0,4611150000.0,HKD,"所得款项净额约50%预计将分配用作研发投资。所得款项净额约35%预计将分配用作投资公司的生产能力,以确保持续交付高性能、高可靠性的产品,满足客户不断变化的需求。所得款项净额约5%预计将分配用作业务发展,以加速公司的业务扩张。所得款项净额约10%预计将分配用作营运资金及一般企业用途,以支持公司的业务运营及增长。",168.65,14.09,24.114411480441,首发信息一览
2543.HK,大行科工,2025-09-09,2025-10-05,2025-09-01,2025-09-04,2025-09-01,2025-09-08,主板,"发售以供认购,发售以供配售",是,49.5,49.5,49.5,100,4999.92,7920000,792000,7128000,447529500.0,395000000.0,HKD,"预期约30.0%将用于生产系统现代化及扩大运营规模,以提升公司的制造能力;预期约30.0%将用于强化经销网络及策略性品牌发展,以巩固公司的市场地位及加快全球扩张;预期约30.0%将用于加强研发能力,以提升公司的技术;预期约10.0%将用作公司的营运资金及其他一般企业用途。",7558.4,21.65,22.276207193045,首发信息一览
2580.HK,奥克斯电气,2025-09-02,2025-09-28,2025-08-25,2025-08-28,2025-08-29,2025-09-01,主板,"发售以供认购,发售以供配售",是,16.0,17.42,17.42,200,3519.14,207161200,10358200,196803000,4150057184.0,3993500000.0,HKD,约20%的所得款项净额预期将用于公司的全球研发。约50%的所得款项净额预期将用于升级公司的智能制造体系及供应链管理。约20%的所得款项净额预期将用于加强公司的销售及经销渠道。约10%的所得款项净额预期将用于营运资金及一般公司用途。,557.2,8.3,23.473189520272,首发信息一览
3858.HK,佳鑫国际资源,2025-08-28,2025-08-28,2025-08-20,2025-08-25,2025-08-20,2025-08-27,主板,"发售以供认购,发售以供配售",是,10.92,10.92,10.92,400,4412.06,109808800,10981200,98827600,1378977600.0,1261300000.0,HKD,约55.0%将用作拨付巴库塔钨矿项目开发的资本成本;约10.0%将用作发展公司的仲钨酸铵(APT)生产能力;约25.0%将用作偿还公司部分以欧元计值的银行贷款的本金总额及应计利息;约10.0%将分配作营运资金及其他一般公司用途。,2041.62,21.11,43.479096397215,首发信息一览
6960.HK,双登股份,2025-08-26,2025-09-21,2025-08-18,2025-08-21,2025-08-18,2025-08-25,主板,"发售以供认购,发售以供配售",是,14.51,14.51,14.51,500,7328.17,58557000,5856000,52701000,977110655.0,877840000.0,HKD,"所得款项净额约40.0%将用作于东南亚兴建一个锂离子电池生产设施,所得款项净额约35.0%,拟用于资助于泰州建立一个研发中心,所得款项净额约15.0%拟用作加强公司的海外销售及营销,所得款项净额约10.0%拟用作拨付营运资金及其他一般企业用途。",3876.25,18.75,24.433290516108,首发信息一览
2631.HK,天岳先进,2025-08-20,2025-09-14,2025-08-11,2025-08-15,2025-08-17,2025-08-19,主板,"发售以供认购,发售以供配售",是,,42.8,42.8,100,4323.17,47745700,2387300,45358400,2350041000.0,2237700000.0,HKD,"约70%预计将用于扩张公司8英寸及更大尺寸碳化硅衬底的产能。约20%将用于加强研发能力,保持公司在创新方面的领先地位。约10%预计将用于营运资金及其他一般企业用途,以支持公司的日常运营及未来业务发展。",2809.19,9.04,31.499033421119,首发信息一览
2591.HK,银诺医药-B,2025-08-15,2025-08-14,2025-08-07,2025-08-12,2025-08-07,2025-08-14,主板,"发售以供认购,发售以供配售",是,18.68,18.68,18.68,200,3773.68,36556400,3655800,32900600,682873552.0,634700000.0,HKD,约90.0%将用于正在进行及计划中的临床试验以及核心产品依苏帕格鲁肽α的计划商业化上市，约10.0%将用于营运资金及一般公司用途。,5341.66,10.67,11.466251661186,首发信息一览
2627.HK,中慧生物-B,2025-08-11,2025-08-08,2025-07-31,2025-08-06,2025-08-07,2025-08-08,主板,"发售以供认购,发售以供配售",是,12.9,15.5,12.9,200,3131.26,33442600,3344400,30098200,431409540.0,382700000.0,HKD,约63.6%将分配至公司的核心产品的开发及国内外注册;约18.1%将用于公司的其他在研疫苗的开发和注册;约8.4%将分配至提升公司的生产及商业化能力;约4.9%将分配至公司的技术平台(包括公司的基因工程及蛋白质表达与纯化平台、mRNA疫苗研究平台及佐剂开发与生产平台、大规模扩增平台、多糖结合技术平台及微生物与免疫学研究平台)的开发、升级及运营;约5.0%将分配至营运资金及其他一般公司用途。,4007.64,0.99,23.651400940276,首发信息一览
6887.HK,东阳光药,2025-08-07,2025-08-06,,,,,主板,介绍,是,,,,,,,,,,,,,,,,首发信息一览
9887.HK,维立志博-B,2025-07-25,2025-08-07,2025-07-17,2025-07-22,2025-07-23,2025-07-24,主板,"发售以供认购,发售以供配售",是,31.6,35.0,35.0,100,3535.3,32054400,3205500,28848900,1483713000.0,1363100000.0,HKD,"约65.0%将用于公司临床阶段候选药物正在进行及计划进行的临床开发及监管事务;约15.0%将用于推进公司的临床前资产、扩展公司的现有管线及优化公司的技术平台;约10.0%将主要用于提升公司的生产能力,其次用于候选药物获批销售后的商业化;及约10.0%将用于营运资金及一般企业用途。",3494.78,40.78,36.504788998951,首发信息一览
2590.HK,极智嘉-W,2025-07-09,2025-08-04,2025-06-30,2025-07-04,2025-06-30,2025-07-08,主板,"发售以供认购,发售以供配售",是,16.8,16.8,16.8,200,3393.89,140353000,14035400,126317600,2991670080.0,2813830000.0,HKD,约40%的所得款项净额将于未来六年分配用于投资研发及产品迭代计划。约20%的所得款项净额将于未来六年分配用于扩大国际品牌影响力及加强市场参与。约15%的所得款项净额将于未来六年分配用于支持公司不断扩大的供应链发展。约15%的所得款项净额用于开发先进的数字化管理平台和升级网络安全IT基础设施。约10%的所得款项净额将分配作一般公司用途。,133.62,30.17,23.95744252655,首发信息一览
2597.HK,讯众通信,2025-07-09,2025-08-04,2025-06-30,2025-07-04,2025-07-07,2025-07-08,主板,"发售以供认购,发售以供配售",是,13.55,15.15,13.55,500,7651.39,30440000,3044000,27396000,412500000.0,367500000.0,HKD,约45.4%将用于公司服务及解决方案的持续改进和开发。约15.6%将用于扩展销售渠道。约16.2%将用于在中国的收购活动。约12.8%预期将用于偿还公司未偿还的贷款。约10.0%预期将用作营运资金及其他一般企业用途。,12.79,1.01,31.391654545455,首发信息一览
2651.HK,大众口腔,2025-07-09,2025-08-04,2025-06-30,2025-07-04,2025-07-07,2025-07-08,主板,"发售以供认购,发售以供配售",是,20.0,21.4,20.0,100,2161.58,10861800,1086200,9775600,217240000.0,178170000.0,HKD,约35.0%将用作于武汉及其他华中地区城市建立新口腔医疗机构;约25.0%将用作收购口腔医疗机构;约10.0%将用作升级及翻新公司部分现有的口腔医疗机构;约10.0%将用作优化公司的信息技术基础设施及信息技术系统;约10.0%将用作发展公司的医疗专业团队以进一步支持口腔医疗服务网络的持续增长;约10.0%将用作营运资金及一般企业用途。,108.25,0.96,,首发信息一览
6613.HK,蓝思科技,2025-07-09,2025-08-03,2025-06-30,2025-07-04,2025-07-07,2025-07-08,主板,"发售以供认购,发售以供配售",是,17.38,18.18,18.18,200,3672.68,262256800,28848400,233408400,5483000736.0,5404490000.0,HKD,"约48%,将用于丰富与扩展公司的产品及服务组合,并探索公司产品的其他应用场景。约28%,将用于扩大公司的海外业务布局,提升公司的海外产能,增强公司的海外交付能力,更好地服务客户。约14%,将用于提升公司的垂直整合智能智造能力,包括提高公司的垂直一体化能力,以及促进‘智能智造工厂’的发展。约10%,将用作营运资金及其他一般企业用途。",462.76,16.68,27.345196475275,首发信息一览
1304.HK,FORTIOR,2025-07-09,2025-07-24,2025-06-30,2025-07-04,2025-07-07,2025-07-08,主板,"发售以供认购,发售以供配售",是,,120.5,120.5,100,12171.53,16299500,1630000,14669500,2597497800.0,2462620000.0,HKD,"所得款项净额约34%预计将用于增强公司的研发和创新能力;所得款项净额约10%预计将用于进一步丰富公司的产品组合及扩展下游应用;所得款项净额约16%预计将用于扩展公司的海外销售网络及于海外市场推广公司的产品;所得款项净额约30%预计将用于战略性投资及╱或收购,以实现公司的长期增长策略;及所得款项净额约10%预计将用于营运资金及一般企业用途。",138.26,8.61,33.84533569191101,首发信息一览
1828.HK,富卫集团,2025-07-07,2025-08-01,2025-06-26,2025-07-02,2025-06-26,2025-07-04,主板,"发售以供认购,发售以供配售",是,38.0,38.0,38.0,100,3838.32,91342100,9134300,82207800,3661053000.0,3125700000.0,HKD,"提高保险集团监管制度下的资本水平,并为营运实体提供增长资金,用于加强公司的股本、偿付能力及核心流动资金,以及建立超出适用法定要求的资本缓冲。",37.13,2.32,53.263271523248,首发信息一览
2648.HK,安井食品,2025-07-04,2025-07-30,2025-06-25,2025-06-30,2025-07-01,2025-07-03,主板,"发售以供认购,发售以供配售",是,,66.0,60.0,100,6666.56,39994700,3999500,35995200,2399682000.0,2302000000.0,HKD,"约35.0%用于扩大销售及经销网络。约35.0%用于提升采购能力,优化供应链并搭建供应链系统。约15.0%用于业务营运数字化。约5.0%用于产品开发及技术创新。约10.0%将拨作营运资金及一般公司用途。",44.2,5.85,29.438400588078,首发信息一览
2592.HK,拨康视云-B,2025-07-03,2025-07-02,2025-06-24,2025-06-27,2025-06-24,2025-07-02,主板,"发售以供认购,发售以供配售",是,10.1,10.1,10.1,500,5100.94,60582000,6058500,54523500,611880000.0,522210000.0,HKD,"约62.4%将用于拨付公司的核心产品CBT-001的持续临床研发活动(包括研发人员及研发活动的成本及开支),以及注册备案及获批后研究所需资金。约27.6%将用于拨付持续临床研发活动。约5.5%将用于拨付生产设施及商业化活动所需资金。约4.5%将用作营运资金及其他一般企业用途。",78.78,0.89,29.24952605086,首发信息一览
9678.HK,云知声,2025-06-30,2025-07-25,2025-06-20,2025-06-25,2025-06-26,2025-06-27,主板,"发售以供认购,发售以供配售",是,165.0,205.0,205.0,20,4141.35,1560980,156100,1404880,367999600.0,252000000.0,HKD,约45.6%将于未来五年被用于提高公司的研发能力;约47.0%将于未来五年被分配用于投资新兴的商业机会;约7.4%将被分配于营运资金和一般企业用途。,91.66,1.7,25.903744732331,首发信息一览
6603.HK,IFBH,2025-06-30,2025-07-25,2025-06-20,2025-06-25,2025-06-26,2025-06-27,主板,"发售以供认购,发售以供配售",是,25.3,27.8,27.8,200,5616.07,41666800,4166800,37500000,1158337040.0,1073930000.0,HKD,"约30%将用于加强公司的仓配能力。约22%将用于品牌建设。约13%将用于巩固公司在中国内地的市场地位及渗透程度,拓展澳洲、美洲及东南亚的业务。约5%将用于提升公司的开发能力。约20%将用于在亚洲、北美或澳洲组建策略联盟及进行收购,藉此扩展业务。约10%将用作营运资金及其他一般企业用途。",2682.35,22.93,26.759914368274,首发信息一览
3880.HK,泰德医药,2025-06-30,2025-06-27,2025-06-20,2025-06-25,2025-06-26,2025-06-27,主板,"发售以供认购,发售以供配售",是,28.4,30.6,30.6,100,3090.85,16800000,1680000,15120000,514080000.0,428770000.0,HKD,约76.4%将用于在美国及中国建设设施以进一步扩大公司的服务能力及产能;所得款项净额的约4.1%将用于扩张中国的产能;所得款项净额的约9.5%将用于在更多地区建立销售及售后服务网点;所得款项净额的约10.0%将用于公司的营运资金及其他一般公司用途。,301.15,2.43,15.269024276377,首发信息一览
6168.HK,周六福,2025-06-26,2025-07-23,2025-06-18,2025-06-23,2025-06-18,2025-06-25,主板,"发售以供认购,发售以供配售",是,24.0,24.0,24.0,100,2424.2,46808000,4680800,42127200,1485684000.0,1379970000.0,HKD,约50.0%将分配用于扩大和加强公司的销售网络;约20.0%将用于加强公司的品牌;约20.0%将分配用于提升公司的产品供应及加强公司的产品设计及开发能力;约10.0%将分配作运营资金及一般企业用途。,711.11,13.55,38.786668450552,首发信息一览
2508.HK,圣贝拉集团,2025-06-26,2025-07-23,2025-06-18,2025-06-23,2025-06-18,2025-06-25,主板,"发售以供认购,发售以供配售",是,6.58,6.58,6.58,500,3323.18,95420000,9542000,85878000,804052970.0,709080000.0,HKD,约29%将用于扩展产后护理网络;约37%将用于推出新服务及产品;约6%将用于培训专业家庭护理专家;约18%将用于研发活动;约9%将用作营运资金及其他一般企业用途。,193.0,15.59,40.375876479879,首发信息一览
6883.HK,颖通控股,2025-06-26,2025-07-23,2025-06-18,2025-06-23,2025-06-24,2025-06-26,主板,"发售以供认购,发售以供配售",是,2.8,3.38,2.88,1000,3414.09,333400000,33340000,300060000,960192000.0,882520000.0,HKD,"约15.0%进一步发展公司的自有品牌及收购或投资外部品牌。约55.0%发展及扩大公司的直销渠道。约10.0%加速数字化转型。约10.0%提升集团的知名度及声誉。约10.0%营运资金及一般企业用途,以支持公司的业务营运及增长。",35.84,3.5,,首发信息一览
2643.HK,曹操出行,2025-06-25,2025-07-21,2025-06-17,2025-06-20,2025-06-17,2025-06-24,主板,"发售以供认购,发售以供配售",是,41.94,41.94,41.94,100,4236.3,44178600,4417900,39760700,1852850484.0,1718350000.0,HKD,"所得款项净额约19.0%将在未来三年内用于改进公司的车服解决方案及改善公司的服务质量。所得款项净额约18.0%将在未来三年内用于提升并推出一系列定制车。所得款项净额约17.0%将在未来三年用于提升公司的技术及投资自动驾驶。所得款项净额约16.0%将在未来三年内用于扩大公司的地理覆盖范围。所得款项净额约20.0%将用于偿还若干银行借款的部分本金及利息,有关银行借款的本金分别为人民币116百万元、人民币150百万元、人民币160百万元及人民币200百万元,固定期限为一年。所得款项净额约10.0%预期将用作营运资金及其他一般公司用途。",21.14,2.78,51.359783653218,首发信息一览
2619.HK,香江电器,2025-06-25,2025-06-24,2025-06-17,2025-06-20,2025-06-23,2025-06-24,主板,"发售以供认购,发售以供配售",是,2.86,3.35,2.86,1000,3383.79,68220000,6822000,61398000,195109200.0,155570000.0,HKD,"约占所得款项净额的41.9%,将用于设立泰国厂房以增强全球布局。约占所得款项净额的15.8%,将用于自动化与数字化升级改造以实现可持续增长。约占所得款项净额的37.3%,将用于设立新研发中心。占所得款项净额的5.0%,将用作集团的一般营运资金。",852.38,1.08,44.444444444444,首发信息一览
